"locator_domain","page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/69682","Sunoco Retail Location #69682","14TH & GROVE STREETS","JERSEY CITY","NJ","07302","US","69682","2014922156","Sunoco Gas Stations","40.731439","-74.040788","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/69351","Sunoco Retail Location #69351","14TH ST. & JERSEY AVE","JERSEY CITY","NJ","07302","US","69351","2013869490","Sunoco Gas Stations","40.732171","-74.044083","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/69583","Sunoco Retail Location #69583","465 GRAND AVENUE","JERSEY CITY","NJ","07302","US","69583","2014511330","Sunoco Gas Stations","40.71732","-74.05488","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/2721835","Sunoco Retail Location #2721835","1301 WILLOW STREET","HOBOKEN","NJ","07030","US","2721835","2016594965","Sunoco Gas Stations","40.75312","-74.029623","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/5866330","Sunoco Retail Location #5866330","538 3RD AVENUE","BROOKLYN","NY","11215","US","5866330","7184999768","Sunoco Gas Stations","40.669042","-73.9935369","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/69112","Sunoco Retail Location #69112","470 COMMUNIPAW AVE","JERSEY CITY","NJ","07304","US","69112","7184205100","Sunoco Gas Stations","40.714785","-74.06696","06:00-24:00"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/5304027","Sunoco Retail Location #5304027","941 ATLANTIC AVENUE","BROOKLYN","NY","11238","US","5304027","9292878322","Sunoco Gas Stations","40.68062","-73.96145","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/7325285","Sunoco Retail Location #7325285","497 MEEKER AVE","BROOKLYN","NY","11222","US","7325285","7183892729","Sunoco Gas Stations","40.72029","-73.9443","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/2794808","Sunoco Retail Location #2794808","668 3RD AVENUE","BROOKLYN","NY","11232","US","2794808","7183692072","Sunoco Gas Stations","40.66449","-73.997655","06:00-23:00"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/6786164","Sunoco Retail Location #6786164","362 TONNELE AVENUE","JERSEY CITY","NJ","07306","US","6786164","<MISSING>","Sunoco Gas Stations","40.743608","-74.062577","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/493973","Sunoco Retail Location #493973","53 BROADWAY","JERSEY CITY","NJ","07306","US","493973","2013335480","Sunoco Gas Stations","40.73561","-74.07008","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/5131099","Sunoco Retail Location #5131099","720 TONNELLE AVENUE","JERSEY CITY","NJ","07307","US","5131099","9176819695","Sunoco Gas Stations","40.75463","-74.0556153","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/1314012","Sunoco Retail Location #1314012","1188 METROPOLITAN AVENUE","BROOKLYN","NY","11237","US","1314012","7183660949","Sunoco Gas Stations","40.714087","-73.929642","06:00-22:00"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/8120594","Sunoco Retail Location #8120594","3200 KENNEDY BLVD","UNION CITY","NJ","07087","US","8120594","<MISSING>","Sunoco Gas Stations","40.774897","-74.0311069","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/6547202","Sunoco Retail Location #6547202","1884 FLUSHING AVENUE","RIDGEWOOD","NY","11385","US","6547202","7184178022","Sunoco Gas Stations","40.712264","-73.9187904","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/3683042","Sunoco Retail Location #3683042","ULTRA CONV FOOD CENTER MILEPOST 111.6 NJ TPK","SECAUCUS","NJ","07094","US","3683042","2013480656","Sunoco Gas Stations","40.769476","-74.065112","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/71738","Sunoco Retail Location #71738","CENTER INC 6102 4TH AVE & 61ST STREET","BROOKLYN","NY","11220","US","71738","7184390073","Sunoco Gas Stations","40.64027","-74.01906","24hrs"
"https://www.sunoco.com","https://www.sunoco.com/find-a-station/station/5267935","Sunoco Retail Location #5267935","1505 KENNEDY BLVD","JERSEY CITY","NJ","07305","US","5267935","2014512233","Sunoco Gas Stations","40.693594","-74.101575","24hrs"
